condition_id,category,classification,P_i1,S_i,G_i_label,operative_proposed,operative_final,mechanical_final_correct_a1,legacy_final_correct,legacy_initial_correct,stratum,volume_gamma,G_i_source,question_text
0x3e685c84773bd018fff4219185b904b2ef194671320f47648121d07d2ae2cc17,5_gate_a1_mismatch_only_legacy_says_correct,initially_correct,No,,No,No,No,False,True,True,two_benchmark,20793.689230000004,two_benchmark,Trump eliminates capital gains tax on crypto before 2027?
0x42520d88b4fa9d58ea74d3579b14398e76873a88c09bbfc9e0e801694a547d5c,5_gate_a1_mismatch_only_legacy_says_correct,initially_correct,Yes,,Yes,Yes,Yes,False,True,True,two_benchmark,31627.04178200001,two_benchmark,"U.S. agrees to a new trade deal with ""Taiwan"" before 2027?"
0x6621121b214a7d0f8c23d2dcdeac76b877d56edbe012d6b0a6af8ca29704fa19,5_gate_a1_mismatch_only_legacy_says_correct,initially_correct,Yes,Invalid,Yes,Yes,Yes,False,True,True,two_benchmark,3566.48209,two_benchmark,Games Total: O/U 2.5
0x724d7eaffc5b26082105d7a9aebd6b729fe0e87368b8d7e5ea7a9926b3077ad0,5_gate_a1_mismatch_only_legacy_says_correct,initially_correct,Yes,,Yes,Yes,Yes,False,True,True,two_benchmark,286089.1278890007,two_benchmark,"Will Iran strike Bahrain by April 30, 2026?"
0x75f9c38c7a0d0ac3b1998768a42113181314b78477dbd8726e55d2a01ff91706,5_gate_a1_mismatch_only_legacy_says_correct,initially_correct,No,Invalid,No,No,No,False,True,True,two_benchmark,0.0,two_benchmark,MLB: New York Mets vs. Atlanta Braves 2023-04-29
0x9a4bdba50388864364066d4a7bcb2300e2f3c9f993d043821d1e6cbde2de3e99,5_gate_a1_mismatch_only_legacy_says_correct,initially_correct,No,Invalid,No,No,No,False,True,True,frozen,22743.75,frozen,Bryan Johnson's functional sperm above 20.0 M/ejac on next test?
0xa08bf5e2acca8cf3f85209795cf278128a30869c5a8bfb97851e19fd21d0d21e,5_gate_a1_mismatch_only_legacy_says_correct,initially_correct,Yes,,Yes,Yes,Yes,False,True,True,two_benchmark,734325.351023002,two_benchmark,Epstein client list released by June 30?
0xc8a898fa8ce2121e3bba1ee52120ed8ab4f8ea7ed5a6dcd9b138fe7b9e454c0b,5_gate_a1_mismatch_only_legacy_says_correct,initially_correct,No,,No,No,No,False,True,True,two_benchmark,514013.6469789968,two_benchmark,SpaceX (Space Exploration Technologies Corp.) IPO before 2027?
0xe12f66aa8b49e36b598a3a16643441ed32948e624737b424aae8c53d0a83c929,5_gate_a1_mismatch_only_legacy_says_correct,initially_correct,No,,No,No,No,False,True,True,two_benchmark,,two_benchmark,
0xef771dfb0c0d08fe8814cf38109285e0defdd15590b8fdba8e4bb4fcf7053bc9,5_gate_a1_mismatch_only_legacy_says_correct,initially_correct,No,,No,No,No,False,True,True,two_benchmark,975.8389199999996,two_benchmark,"US recognize Somaliland by June 30, 2026?"
