condition_id,question_text,P_i1,S_i,G_i_label,init_correct_recomputed,final_correct_recomputed,classification,stratum,n_episodes,volume_gamma,first_proposal_time_a1,settlement_time,G_i_source
0x12f3942711b5ae2f1940c0132ec9181616013bec10a96438928aa8ea29647fae,Will Göztepe SK win on 2025-09-19?,No,Yes,Yes,False,True,corrected_proposer_error,both,2.0,22213.178639,1758294122.0,1758318074.0,two_benchmark
0x29de208cfc3807b84df093d56ebbd6874027a2167bd273ef37d1117a0209dc63,Will Beşiktaş JK win on 2025-09-19?,Yes,No,No,False,True,corrected_proposer_error,both,2.0,23338.404555,1758294122.0,1758318062.0,two_benchmark
0x9abab2195812e3e67ff6591f2f93812c7dcd575fe95abd55bcfab77e93203c31,,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,,1758394936.0,1758403146.0,two_benchmark
0x21980db61ffc901e845d7b845c75bbd1cb1d748f94479db4e0c9e310a8a9f68e,Will Galatasaray SK win on 2025-09-22?,No,Yes,Yes,False,True,corrected_proposer_error,both,2.0,64710.920052,1758546110.0,1758574588.0,two_benchmark
0x67a7ca927b7a08ce9c25e517e43fe05fa3810bf4764b4918d0831226ac4be164,Will Konyaspor win on 2025-09-22?,Yes,No,No,False,True,corrected_proposer_error,both,2.0,19040.394687,1758546112.0,1758574592.0,two_benchmark
0x9c45a0f4c25ac45f2433aef49ce35e7e9b3cd27f5b6a934c21f0498c2b2c7958,Will PSV win on 2025-09-27?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,18573.114145,1759002889.0,1759010915.0,frozen
0xa74395511cd7794ce319d92b85b3aa3d1a233c3d74a2620e0d7585a16d9b1738,Will Inter Miami CF win on 2025-09-30?,Yes,No,No,False,True,corrected_proposer_error,both,2.0,18362.276681,1759265447.0,1759289969.0,two_benchmark
0xf9e69569a72bd425ed5d0917fb155234954f4ea6d4f5188dc41cc8e8032ac709,"Will Leavitt say ""Go ahead"" 5+ times during next White House press briefing?",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,39722.822628,1759348461.0,1759361853.0,two_benchmark
0x0b1832924a621e18cced93f770038c39c73395a4e741c7ff6e33d780055b8619,Padres vs. Cubs,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,913857.664766,1759356217.0,1759364139.0,two_benchmark
0xe9244aa6452455c4a849cf6d0e50d5f924d0837a9355c5b6f7d880d435cf891b,Spread: Western Michigan (-12.5),No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,27371.527442,1759613834.0,1759622090.0,two_benchmark
0x5c113250530a467bea461546256f6d8db2c035214fb2395be3118f0068bb3997,Spread: Western Michigan (-13.5),No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,3491.611,1759613834.0,1759622034.0,two_benchmark
0x7cf67c5cb11000809c8698f3bafdf5d60abad28b80938cfdc7be0fae68b8dd27,LoL: StormMedia Fajnie Mieć Skład vs The Otter Side (BO1),No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,6622.228637,1759762747.0,1759771574.0,two_benchmark
0xe6c2eae84c0768ae805d0ef602c026ed03f504ddc50f9022f6a27edf0c0d2cdc,Toledo vs. Bowling: O/U 50.5,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,4035.07,1760211942.0,1760220055.0,two_benchmark
0x8a6cdc6b4db49f612c97b725ede3fcf1cf77b3c3453c9d70adafe67a0ad6bfb3,O/U 49.5,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,2426.99,1760211942.0,1760219759.0,two_benchmark
0x1cd698ba57e2516186a4663813858769004623c3a8d2db5724813eeb31725d56,Nets vs. PHO: O/U 226.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,535.1,1760310525.0,1760317921.0,two_benchmark
0x3aa0f617ef53a486dd61632fffff2a765a06e166da5b3b383b2161d52d5090c9,BNP Paribas Nordic Open: Elias Ymer vs Mikael Ymer,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,32992.602165,1760470181.0,1760480785.0,two_benchmark
0xab64fe2d2134eebaa2c87c9cdbcd82f3d8ca5af91172b3f6dbf562072a109e5d,Will Alibaba have a #1 AI model this year?,Yes,No,No,False,True,corrected_proposer_error,both,2.0,182890.862735,1760756276.0,1767290791.0,two_benchmark
0x1079f3f993c6d0ea5f8d84c03fbd3a8c5ffceb1d1c449425990832fd46b481e4,Will CF Cruz Azul win on 2025-10-21?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,218898.376828,1761102054.0,1761111958.0,frozen
0xe7e4954aa4e2ceb2cb948f4ac39771677dd02b8ae6bfd4cfcf535428cd82f573,Will Club Necaxa vs. CF Cruz Azul end in a draw?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,130169.480193,1761102054.0,1761111920.0,frozen
0x57dddade414e3229b7404dab8605a9c815ea3677ed99d2695ea97878bc453e6c,Spread: Como (-0.5),Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,15148.719268,1761404053.0,1761412049.0,two_benchmark
0xd9ffe894908c8283adb54aef0f1e7c8a543f4126170430615fd36b338816bef4,Spread: Hull City AFC (-0.5),Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,23369.973875,1761407625.0,1761421955.0,two_benchmark
0xc23e8f58fba4c17b961c35c536070ec098b5d2186f320e50345e4f2cd03dbba1,Spread: Middlesbrough FC (-0.5),Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,277.0,1761407825.0,1761416025.0,two_benchmark
0x9716becd9b6d77bb80e1d519f1e5099103e3befb38ee232cfcee059ca0c5b65c,Spread: AS Monaco FC (-1.5),Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,1886.879082,1761418611.0,1761437569.0,two_benchmark
0xa863a0702f99f80b0934a117b4fdeff5ebd09bee5aba49b845c6aa1f838a1aa3,Will CD Atlético Tordesillas vs. Burgos CF end in a draw?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,1691.697863,1761683497.0,1761691427.0,frozen
0x7cd75d04bc667b69e1e17fb1a43efdb53dc37a5b3e2a77b55cd658dbcd627d11,Will Burgos CF win on 2025-10-28?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,5938.807213,1761683497.0,1761691613.0,frozen
0xf49b6a1e61d3dc08ca157e5625a8b8c0befb087fe21f706dae1541b505a5d1e2,Katy Perry and Justin Trudeau confirmed relationship by October 31?,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,6152916.306385,1761704469.0,1762216321.0,two_benchmark
0x9bee00dee067964c156624aca76790ee5ce79936cda7987a34826ff6ffef0376,"Will Amazon say ""Sponsored Products"" during earnings call?",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,90.0,1761909304.0,1761917378.0,two_benchmark
0xe61e3d10044679ed183d559f0104b97b00654209b406cc2a460a262a94784b21,Will Newport County AFC win on 2025-11-01?,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,70.0,1762018351.0,1762037210.0,two_benchmark
0xc0a1484fa633f8a3ba82a4150a58dc35980bb05a6a0db47cc6cb0abfd32faabc,Will another player hit the most home runs in the 2025 MLB Postseason?,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,0.0,1762057296.0,1762068381.0,two_benchmark
0xc0198c9dc1c0529d3485d296e5a9e6ef93a8d8aaa44ffeb999a64f3dfc4a654a,"Will Trump say ""Eight wars"" during C5+1 Summit on November 6?",Invalid,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,9294.78183,1762475441.0,1762483425.0,two_benchmark
0x1ef2c99082ac6ec1f6ec8f8f856c59e774deaef78e4dfcc43904f537b1b731d3,"Solana Up or Down - November 13, 3PM ET",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,136416.59085,1763067604.0,1763072022.0,two_benchmark
0x51a0c64d5c9f517d5a793377446b0624ce20563ac82a657f085719c67cbc9b82,Will Trump’s approval rating be less than 41.5 on November 14 2025?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,76685.896238,1763208237.0,1763215779.0,frozen
0xc6fe1e09610ae0d2240e5ab49fabf280c0f4ff226a23e53a49528b7c769fbe65,"Will ""The Running Man"" Opening Weekend Box Office be between 17m and 19m?",Yes,No,No,False,True,corrected_proposer_error,both,3.0,476356.441714,1763353279.0,1763606593.0,two_benchmark
0x83dbd4f243e5c5068dcbb6c86aa4f6e3784a7de96c041d3d2e5d8534b44240f7,Counter-Strike: JiJieHao vs K27 (BO3),Invalid,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,200.0,1763411557.0,1763436747.0,two_benchmark
0xaa02d329cf4ece13fb6d3806e4dad5dc0ced621565c7eed9fac1fea9de001543,Games Total: O/U 2.5,Invalid,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,,1763412243.0,1763436747.0,two_benchmark
0xa8f48fc2e268d29c8a0a5dfa26892ed56fcd60ee36dba407ea5ed331602dcd80,Games Total: O/U 2.5,Invalid,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,50.475566,1763413759.0,1763434793.0,two_benchmark
0x6e0087ef434dcb87afd2a8a543bf251cfe955fe4cbd0717aab15af41a607b0d9,Counter-Strike: Nuclear TigeRES vs ARCRED (BO3),Invalid,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,6463.946507,1763413853.0,1763433919.0,two_benchmark
0x1d039941b393f61a08567d37ef2e45bc3e7b19984d186c5e7ab4e06243c3ad9d,Will Trump establish a Gaza “Board of Peace” in 2025?,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,576572.033798,1763483901.0,1767256907.0,two_benchmark
0xd2449c9ac40fe0fafd90789151b8e68145b1c156da7f7aba8cde94e5143d8f2c,Will Lot 3 Pablo Picasso’s “Trois personnages” sell for 700k or more?,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,6781.934063,1763529243.0,1763537109.0,two_benchmark
0xebafba817965feb3d8dc6d77eaea3bfbe37d2a8972588f8fc2a86ae2cff3c51f,FIDE World Cup 2025 Quarterfinals - Yi vs Erigaisi (Advances),No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,13530.743033,1763552747.0,1763560357.0,two_benchmark
0x890671f885d08307a469257093597c6973d7833089b0cc3c263018fabf96655a,Will Zohran Mamdani praise Donald Trump on Friday?,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,2843259.076106,1763774283.0,1764117335.0,two_benchmark
0xea0aa58b264d7292da2ffd5209138bbe342586f04ef59448a9e19f0025e5379c,Will Sheffield United FC win on 2025-11-23?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,126875.633457,1763906267.0,1763913789.0,frozen
0x4b1d8bb2fc93505ea0be95591838dfac7e7cbc12ebe38e6091731c4e3ddb8bf8,"Bitcoin Up or Down - November 24, 9AM ET",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,221225.864334,1763996401.0,1764000203.0,two_benchmark
0x066616cdd46db8d89c55e2f0de293ac3bb7d8f633938deca24987c7d77b872f7,Will Club Tijuana win on 2025-11-27?,No,Yes,Yes,False,True,corrected_proposer_error,both,2.0,16928.789538,1764227151.0,1764235645.0,two_benchmark
0x1f5011e27bff3a62751ced0474fd82e87f8666874f36b8b737e0cf741e2b58c1,Spread: Tulane Green Wave (-9.5),No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,28478.440075,1764367833.0,1764378567.0,two_benchmark
0x6c2f7cdf889c3269a40517444d7071dc52e6a7c3aefb8aedcd049dbe7defbacd,Spread: Tulane Green Wave (-8.5),No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,26819.591347,1764367833.0,1764377783.0,two_benchmark
0x322425c0c29dc9ad17f6d15f167a82e0c5ccecc562a055cd210b9cdaa9138d15,Will Tesla reach $430 in Nov 25-28?,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,13992.971225,1764368707.0,1764381719.0,two_benchmark
0xb09e2807af9df874e859d0fc6c3570fa485df17007c411ad27ea47ff2a046027,Will Stade Lavallois Mayenne FC win on 2025-11-29?,No,Yes,Yes,False,True,corrected_proposer_error,both,2.0,1212.0,1764436495.0,1764444481.0,two_benchmark
0x23d95299c93c2533f0dd5a941e5ff230f2f52934fbb38d5e388f41b18d547528,Mason Taylor: Anytime Touchdown,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,4581.171575,1764554556.0,1764570134.0,two_benchmark
0xc8215750649f77497c9a325c33678c77fbd332d16e920298b0d4ffa05035c181,,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,,1764565204.0,1764816439.0,two_benchmark
0x9258f3aa2eeb9b09f38f6bf0e011873592ae463f917634ebdf4609c7d42dfefc,Will Zohran Mamdani win by less than 5%?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,99727.645417,1764711649.0,1764719771.0,frozen
0xbef6dc679e1b8f2c72f0e3e60550a5c9268324a9d714dd081a0d3cdaa0cceaa8,"Will Trump say ""Hell"" 4+ times during Cabinet Meeting on December 2?",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,1293096.892982,1764721525.0,1764981401.0,two_benchmark
0xc411c6a1a76e066e886fed782b401575d3133e3b627863b8468688babb7e094d,Maple Leafs vs. Panthers: O/U 5.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,54149.249497,1764731109.0,1764740213.0,two_benchmark
0xfcac66a8e13c3ecf7781e6df4bbc4f6dd8d13f2e912fa34c8e2f74fd53371dfe,Will Mikey Madison be ranked #1 globally in Google’s Year in Search 2025 Actors?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,306433.274741,1764821351.0,1764829573.0,frozen
0x4ef25537a6c6d86e601eb75b4f5468fc0902fd39005b0beba4d56a00f0bdaa1a,Will Golden by HUNTR/X be the #1 searched song on Google this year?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,60477.619323,1764826995.0,1764842423.0,frozen
0xf53e9841eed9be6b081bd33eed81a70368cc8480bb30e52e2daf8cda431193a2,Will Charles Leclerc finish fifth in the 2025 F1 Drivers Championship?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,45723.436867,1765125329.0,1765134985.0,frozen
0xdba5e45529f3f367ffba4fa217b59e86f3cf48cf9ca84da4ff5cc0182f490f77,Northern Kentucky Norse vs. Bellarmine Knights: O/U 151.5,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,8329.231463,1765659381.0,1765669345.0,two_benchmark
0xcf321274d333c582a160a821a50b6472e93fdab8b333139f0e2a1d43569f3e95,Spread: Northern Kentucky Norse (-4.5),Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,7907.642247,1765659381.0,1765669345.0,two_benchmark
0x9c5800f0be2d20933502013efebd2034bf0640890f28a771463ee08ba1d0c10d,Northern Kentucky Norse vs. Bellarmine Knights: O/U 153.5,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,16176.647744,1765659381.0,1765669283.0,two_benchmark
0x68a354af1870bb78cfcaaecb9c4b658445fcde50d7ef837509541d19ef44530e,Northern Kentucky Norse vs. Bellarmine Knights: O/U 152.5,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,15072.124773,1765659381.0,1765669283.0,two_benchmark
0xab6d2df129b0309cf97b1999bc336b948af50d57f5f905d3f228fa1736735737,"Will Trump say ""Luck"" this week? (December 8 - 14)",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,17571.38592,1765774803.0,1765791025.0,two_benchmark
0xda325a2ab7b795bb24f303606241c965b17b7fc657032740acd16c190b9acd47,"Bitcoin Up or Down - December 16, 3PM ET",Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,123740.912051,1765918801.0,1765922649.0,two_benchmark
0xe4e356793d4bc62d72b0962e940283aa715b030dd219c2f8b72d0888d3c8ce9a,"Ethereum Up or Down - December 18, 3PM ET",Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,49275.35643,1766091603.0,1766096521.0,two_benchmark
0xbc5ba1826da91d5cbb6860a9f63f0611ab325630c701cae13c11bd40accd5958,Will another app be #1 Free App in Play Store on December 19?,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,17.002,1766163615.0,1766189013.0,two_benchmark
0xac4018791be403d1f801f8f47e74cad4d9438e4cea53afb398de80ba00e662d6,Will ChatGPT be #1 Free App in Play Store on December 19?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,26280.608894,1766164091.0,1766177007.0,frozen
0xa4ccba3cd411d32563c7ed7fe4511e4ad7ef3b028f18b2a00f9dce5617a4b2a9,Terance Mann: Assists Over 3.5,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,7063.338306,1766369662.0,1766378574.0,two_benchmark
0x55acdedfd5357dbe9d89cd97fb769ccf931fa8fcd9e0862fda27d996598f41db,"Will the total number of TSA passengers for December 15-21 be between 17,750,000 and 18,000,000?",Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,24733.290412,1766414717.0,1766422729.0,frozen
0x26e5614a6e754eb00c55c8ba609bd587775412090375550c874e77cde9430448,Games Total: O/U 2.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,60542.608022,1766579861.0,1766588505.0,two_benchmark
0x349697c82469ff93001553265bc83897a06b5a2fd18001aa6e5943ffe1e1c0c6,Desmond Bane: Assists Over 4.5,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,1628.305505,1766593343.0,1766600979.0,two_benchmark
0x889d880e8fe0855c7217aa35ff6bbb0562cbdbbef0e4d2414329ad4c54fc72e4,Trae Young: Rebounds Over 2.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,670.715747,1766801987.0,1766812329.0,two_benchmark
0x02a03b586558070cd7fb187c98c1a4d75bd3ad15f9066edf2518c5a5ea0a7e65,Isaiah Collier: Assists Over 6.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,3450.2031,1766940155.0,1766948445.0,two_benchmark
0xadd7095fba74e58a72c2c9a915393d58e5ee508e7fc555b9ea9eaad8725e13de,Jonathan Taylor: Receiving Yards O/U 17.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,13477.057295,1766974125.0,1766982855.0,two_benchmark
0xd7257ee57374c8426bea6dc6af3729c8877de595dd3db743276dd5227d4a4c37,Kawhi Leonard: Rebounds Over 7.5,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,19336.963044,1766984593.0,1766992825.0,two_benchmark
0x4716f56690cd83f251b5b431766faa095aee930f969994c134f0cd2b50956e0c,Trump imposes tariff on semiconductors by December 31?,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,283109.566286,1767010325.0,1767253725.0,two_benchmark
0xa2fc72c6a3f886f62501c9fb2b7df5da3a2f6a3f322712bb7d4a955417dd0c4c,"Will Donald Trump say ""nuclear"" 3+ times during Israel President events on December 29?",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,640920.64933,1767047241.0,1767400921.0,two_benchmark
0x0865070f6b0aba623c519c937b4c1c55b35def714d7669618012ec60b001509b,Ryan Rollins: Rebounds Over 3.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,14954.203732,1767064363.0,1767072407.0,two_benchmark
0xdb83caa7660ecf5fec5125e6207983b4a4644d1bcac6521ed8ad69be9cbae24f,Kyle Kuzma: Assists Over 2.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,1722.401825,1767064371.0,1767072291.0,two_benchmark
0x9f507a2eada0844edc363d643b56fafaa5c6a142c5fef6b9f5fe26988273ca4d,US strikes Yemen by December 31?,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,3348633.815936,1767259449.0,1767574425.0,two_benchmark
0x872d8d317b0d35e28da5e30ce5529ed19dd0ec79a194488cb241b4aa6b10e8fc,"Will ""Idiot"" or ""Dumb"" be said during the next episode of the All-In podcast?",Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,17488.665653,1767401273.0,1767423033.0,two_benchmark
0x612422b8d67be7deb8ece85fa7552fc39950676bce2564120fe9baa093d68736,Will NEOM SC win on 2026-01-04?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,20741.156414,1767546017.0,1767554657.0,frozen
0x9499cf4da40b5faea5d18752326233b453d0970edbf888eca4ed437b408dd5cc,Games Total: O/U 2.5,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,6058.65,1767615663.0,1767623135.0,two_benchmark
0x590243c644ca5b0ae59ece198faf741d617bd3cad823a34f0338a1f7c96f1d5f,Hawks vs. Raptors: O/U 225.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,27899.989,1767668523.0,1767677123.0,two_benchmark
0x114a17ed50c427484851fa3ab217848ca81a7f95a29b5fa1c4663798764e266c,"Will the Trump administration release any Epstein-related files on January 6, 2026?",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,292513.157633,1767762003.0,1767777173.0,two_benchmark
0x4778c7373f693868af435dec54d6b474ee7312b4ef6e0e0abe267c78e9f1b011,"Solana Up or Down - January 7, 11AM ET",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,115075.245124,1767805203.0,1767809231.0,two_benchmark
0xb659ba40d8cfd00fe84ef65c3aebb3f3f4b722058818adb654e23d30eb15f728,Sasnovich vs. Samsonova: Set 1 Games O/U 10.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,18069.060948,1767853585.0,1767866403.0,two_benchmark
0xa6944995e4d4716a89a49127a75ca0eddaa2c12ee7d65ac72b365de131af1a85,"Bitcoin Up or Down - January 8, 3PM ET",Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,600869.245669,1767906004.0,1767910556.0,two_benchmark
0x8e701a77f5a69e089847dff80ab040dc8032773e04f69b3451d32b51ea39ba56,LaMelo Ball: Assists Over 7.5,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,1300.63,1767927494.0,1767936772.0,two_benchmark
0x53abd8d573f0d9e1712bc50223a6be99e7588617ec0d1e51c236f940302d30e8,Montana Grizzlies vs. Idaho Vandals: O/U 151.5,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,12824.16492,1767931390.0,1767941938.0,two_benchmark
0xadfe4edcbe372eefa1e7e43f3de34c979d15b36bc297b3a41873b4363c4efdc8,BPL: Durdanto Dhaka vs Rangpur Riders (Game 1) - Team Top Batter Durdanto Dhaka Winner,Yes,No,No,False,True,corrected_proposer_error,both,2.0,10718.65,1767947150.0,1768654592.0,two_benchmark
0x198ce6fb44e49dbdb973fe2dacc9903191be943a59b9190ff6f8e4fd8406cced,BPL: Durdanto Dhaka vs Rangpur Riders (Game 1) - Team Top Batter Rangpur Riders Winner,No,Yes,Yes,False,True,corrected_proposer_error,both,2.0,7758.7,1767947162.0,1768654584.0,two_benchmark
0xb678d652ba0b40436f2469cd6014f109cdb8702dc929e2cb2877d199b90bfd04,"Will the total number of TSA passengers for January 8 be between 2,100,000 and 2,200,000?",Other,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,1863.9325,1767969970.0,1767977736.0,frozen
0x561b9fd4d88f7d6b2cc2358963c34cd92cafb2e1993357db007c0c4dea80614b,Big Bash League: Sydney Sixers vs Hobart Hurricanes (Game 1) - Team Top Batter Sydney Sixers Winner,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,1183.63,1768109354.0,1768119660.0,frozen
0xe5d0d297c65ddd0be128d044108c14f5fe6dad8c241ed5fc5cef293a0c512d79,Big Bash League: Sydney Sixers vs Hobart Hurricanes (Game 1) - Team Top Batter Draw,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,1553.95,1768109382.0,1768119724.0,frozen
0xa19b7683a28942f887e335128ba1e12e5e01e6584caa3fdf17c46a7b43c0cdf1,Big Bash League: Sydney Sixers vs Hobart Hurricanes (Game 1) - Most Sixes Sydney Sixers Winner,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,1212.95,1768109444.0,1768119724.0,frozen
0x13c8bc55f413dfb46efa975c74c9980ae5a68aec17fa43316a8a3b3572082988,Big Bash League: Sydney Sixers vs Hobart Hurricanes (Game 1) - Most Sixes Draw,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,1148.95,1768109472.0,1768119786.0,frozen
0x8960669a10c46f7d687950d08814226c022e6cb3457d453a6d93b8d63822c277,"Bitcoin Up or Down - January 11, 6AM ET",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,164665.809561,1768132800.0,1768136806.0,two_benchmark
0xa2a2c5caa96ec807672d8b31ae2711307c0ab5978b56f126974795fe97344690,"Solana Up or Down - January 11, 6AM ET",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,46093.767912,1768132800.0,1768136862.0,two_benchmark
0x116f75580e6b1e73c848a131d7a937697699363470589e09014011e7a0dde165,Games Total: O/U 2.5,Invalid,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,487.004,1768210362.0,1768218456.0,two_benchmark
0xc2afc63da35dff43dcd4d79fc5572a6f30ab7873810674b1413f4ba5144d93fa,Christian McCaffrey: Rushing Yards O/U 59.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,1612.26314,1768242233.0,1768284399.0,two_benchmark
0xd1dd9160098983c7aa8e50230ca50f414757185a52854935cd10a9b165910e5d,Will the total domestic gross for Avatar: Fire and Ash be greater than 520m by January 31?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,1509423.837751,1768271453.0,1770076624.0,frozen
0x4d3d8da3f98a6d1a19261ce18996f808ca496f0f7a32dbded54ff75278342197,Set Handicap: Timofeeva (-1.5) vs Hontama (+1.5),Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,10479.613579,1768292385.0,1768299841.0,two_benchmark
0x53d9c89da57b2ceff31f90ecccf7ce09e676c18af0307a56dd25d8a50515a8f4,Torino FC vs. AS Roma: Both Teams to Score,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,26150.223126,1768338274.0,1768771352.0,two_benchmark
0xddff7251af9c56b2048edd2513019e55ae104143faa97d5799978f926bfcf1e0,Torino FC vs. AS Roma: O/U 2.5,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,71360.79417,1768338658.0,1768771366.0,two_benchmark
0x66d9fd234b5efb8fb40c36c86c8bc3486895ecea3ff5e726478517bfdf878a2c,Spread: Kennesaw State Owls (-3.5),Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,44819.722101,1768443016.0,1768452584.0,two_benchmark
0x288a6193d8f99f6cd90b4bd68f91a958cca08c87c2201193f73928ab52ba0172,"Will Trump say ""Unbelievable"" or ""Fantastic"" or ""Incredible"" 10+ times during Panthers visit?",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,5677608.896484,1768519142.0,1768783380.0,two_benchmark
0x5d7ebc8c71ce35f2cb5bed39611edb1755253186dec6d7ea2a147eeeec95987f,Texas Southern Tigers vs. Alcorn State Braves,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,1357290.359746,1768691898.0,1768701936.0,two_benchmark
0xca9e8c66394fe1efff0728faeda87363ce59a61a083136f3302c0d6d0dd01364,Spread: Alcorn State Braves (-0.5),Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,44.99,1768691898.0,1768701994.0,two_benchmark
